datetimeisoformat;Ch1-S;Ch2-D;PC3;PE4
2022-03-29T12:30:05.601970+00:00;0.14;0.17;0.02;0.10;
2022-03-29T12:31:06.201984+00:00;0.15;0.16;0.04;0.10;
2022-03-29T12:32:05.427106+00:00;0.16;0.17;0.03;0.09;
2022-03-29T12:33:04.640888+00:00;0.14;0.18;0.06;0.09;
2022-03-29T12:34:05.191190+00:00;0.14;0.21;0.02;0.09;
2022-03-29T12:35:05.860398+00:00;0.14;0.15;0.05;0.09;
2022-03-29T12:36:04.985193+00:00;0.14;0.14;0.03;0.09;
2022-03-29T12:37:05.709315+00:00;0.14;0.16;0.06;0.09;
2022-03-29T12:38:05.130984+00:00;0.13;0.19;0.03;0.09;
2022-03-29T12:39:05.581832+00:00;0.14;0.18;0.05;0.09;
2022-03-29T12:40:06.203814+00:00;0.13;0.15;0.08;0.09;
2022-03-29T12:41:05.449962+00:00;0.13;0.14;0.02;0.09;
2022-03-29T12:42:06.161694+00:00;0.14;0.16;0.04;0.09;
2022-03-29T12:43:05.227065+00:00;0.12;0.23;0.06;0.09;
2022-03-29T12:44:05.769742+00:00;0.12;0.23;0.02;0.08;
2022-03-29T12:45:05.234386+00:00;0.12;0.16;0.06;0.08;
2022-03-29T12:46:05.891294+00:00;0.13;0.13;0.07;0.10;
2022-03-29T12:47:04.926097+00:00;0.14;0.16;0.07;0.08;
2022-03-29T12:48:05.594859+00:00;0.14;0.15;0.06;0.09;
2022-03-29T12:49:06.124718+00:00;0.12;0.18;0.04;0.08;
2022-03-29T12:50:05.272772+00:00;0.13;0.30;0.06;0.08;
2022-03-29T12:51:05.933798+00:00;0.13;0.14;0.02;0.08;
2022-03-29T12:52:04.991820+00:00;0.13;0.14;0.03;0.08;
2022-03-29T12:53:05.554629+00:00;0.14;0.17;0.05;0.09;
2022-03-29T12:54:04.648510+00:00;0.14;0.14;0.02;0.09;
2022-03-29T12:55:05.351391+00:00;0.13;0.17;0.05;0.08;
2022-03-29T12:56:04.777168+00:00;0.13;0.17;0.06;0.08;
2022-03-29T12:57:05.599468+00:00;0.13;0.31;0.07;0.08;
2022-03-29T12:58:04.723233+00:00;0.11;0.23;0.00;0.08;
2022-03-29T12:59:05.805144+00:00;0.14;0.23;0.03;0.08;
2022-03-29T13:00:04.802565+00:00;0.10;0.15;0.07;0.08;
2022-03-29T13:01:05.805494+00:00;0.12;0.16;0.03;0.09;
2022-03-29T13:02:04.868106+00:00;0.12;0.12;0.01;0.08;
2022-03-29T13:03:05.846172+00:00;0.12;0.17;0.03;0.08;
2022-03-29T13:04:04.898931+00:00;0.12;0.15;0.01;0.08;
2022-03-29T13:05:05.465393+00:00;0.12;0.19;0.08;0.09;
2022-03-29T13:06:06.168022+00:00;0.11;0.13;0.01;0.08;
2022-03-29T13:07:05.376499+00:00;0.12;0.16;0.05;0.08;
2022-03-29T13:08:06.173181+00:00;0.14;0.18;0.05;0.08;
2022-03-29T13:09:05.227568+00:00;0.11;0.15;0.02;0.08;
2022-03-29T13:10:05.983920+00:00;0.12;0.16;0.02;0.08;
2022-03-29T13:11:05.000460+00:00;0.15;0.13;0.08;0.11;
2022-03-29T13:12:05.657043+00:00;0.13;0.15;0.06;0.10;
2022-03-29T13:13:05.092209+00:00;0.12;0.29;0.05;0.08;
2022-03-29T13:14:05.704587+00:00;0.13;0.18;0.02;0.08;
2022-03-29T13:15:04.897503+00:00;0.14;0.17;0.04;0.08;
2022-03-29T13:16:05.514193+00:00;0.12;0.16;0.07;0.09;
2022-03-29T13:17:04.628272+00:00;0.12;0.16;0.04;0.08;
2022-03-29T13:18:05.451081+00:00;0.15;0.25;0.02;0.09;
2022-03-29T13:19:04.640534+00:00;0.13;0.18;0.04;0.08;
2022-03-29T13:20:05.325543+00:00;0.15;0.24;0.05;0.09;
2022-03-29T13:21:06.198402+00:00;0.13;0.17;0.02;0.09;
2022-03-29T13:22:05.251215+00:00;0.15;0.21;0.04;0.08;
2022-03-29T13:23:05.793560+00:00;0.15;0.21;0.01;0.09;
2022-03-29T13:24:04.904609+00:00;0.13;0.19;0.04;0.09;
2022-03-29T13:25:05.642370+00:00;0.14;0.20;0.03;0.08;
2022-03-29T13:26:04.766748+00:00;0.15;0.19;0.07;0.09;
2022-03-29T13:27:05.429887+00:00;0.13;0.19;0.08;0.09;
2022-03-29T13:28:05.469496+00:00;0.12;0.19;0.05;0.09;
2022-03-29T13:29:06.138632+00:00;0.13;0.19;0.01;0.08;
2022-03-29T13:30:05.167171+00:00;0.14;0.17;0.04;0.09;
2022-03-29T13:31:05.751506+00:00;0.12;0.19;0.07;0.08;
2022-03-29T13:32:05.000482+00:00;0.13;0.17;0.06;0.08;
2022-03-29T13:33:05.687389+00:00;0.14;0.16;0.04;0.08;
2022-03-29T13:34:04.700945+00:00;0.13;0.15;0.02;0.09;
2022-03-29T13:35:05.339152+00:00;0.12;0.14;0.07;0.09;
2022-03-29T13:36:05.896812+00:00;0.14;0.18;0.06;0.10;
2022-03-29T13:37:05.052351+00:00;0.16;0.15;0.03;0.09;
2022-03-29T13:38:05.648304+00:00;0.13;0.19;0.02;0.09;
2022-03-29T13:39:04.851193+00:00;0.15;0.18;0.03;0.08;
2022-03-29T13:40:05.480449+00:00;0.18;0.18;0.04;0.08;
2022-03-29T13:41:06.075614+00:00;0.13;0.17;0.03;0.10;
2022-03-29T13:42:05.050626+00:00;0.13;0.16;0.03;0.09;
2022-03-29T13:43:05.642199+00:00;0.12;0.15;0.02;0.08;
2022-03-29T13:44:04.688401+00:00;0.12;0.16;0.06;0.08;
2022-03-29T13:45:05.281871+00:00;0.12;0.17;0.04;0.09;
2022-03-29T13:46:06.087048+00:00;0.13;0.17;0.02;0.08;
2022-03-29T13:47:05.203822+00:00;0.12;0.16;0.04;0.09;
2022-03-29T13:48:05.967609+00:00;0.13;0.22;0.07;0.09;
2022-03-29T13:49:05.132182+00:00;0.12;0.18;0.04;0.11;
2022-03-29T13:50:05.888451+00:00;0.13;0.17;0.05;0.09;
2022-03-29T13:51:04.854426+00:00;0.11;0.15;0.05;0.08;
2022-03-29T13:52:05.482438+00:00;0.11;0.21;0.04;0.08;
2022-03-29T13:53:06.097836+00:00;0.12;0.17;0.01;0.08;
2022-03-29T13:54:05.015403+00:00;0.13;0.20;0.06;0.08;
2022-03-29T13:55:05.994417+00:00;0.13;0.17;0.04;0.08;
2022-03-29T13:56:04.964073+00:00;0.11;0.16;0.10;0.08;
2022-03-29T13:57:05.700938+00:00;0.14;0.17;0.05;0.08;
2022-03-29T13:58:05.240339+00:00;0.13;0.16;0.05;0.08;
2022-03-29T13:59:05.872025+00:00;0.14;0.18;0.00;0.08;
2022-03-29T14:00:04.864277+00:00;0.12;0.19;0.02;0.08;
2022-03-29T14:01:05.355869+00:00;0.11;0.16;0.03;0.09;
2022-03-29T14:02:05.976792+00:00;0.14;0.17;0.01;0.08;
2022-03-29T14:03:05.150616+00:00;0.13;0.17;0.05;0.08;
2022-03-29T14:04:06.031584+00:00;0.12;0.18;0.07;0.08;
2022-03-29T14:05:05.248526+00:00;0.12;0.23;0.04;0.11;
2022-03-29T14:06:05.923481+00:00;0.12;0.19;0.04;0.08;
2022-03-29T14:07:05.073241+00:00;0.12;0.17;0.07;0.08;
2022-03-29T14:08:05.792857+00:00;0.13;0.16;0.03;0.08;
2022-03-29T14:09:04.866006+00:00;0.13;0.17;0.04;0.08;
2022-03-29T14:10:05.894469+00:00;0.14;0.21;0.02;0.08;
2022-03-29T14:11:05.303316+00:00;0.12;0.19;0.02;0.09;
2022-03-29T14:12:05.909449+00:00;0.14;0.18;0.01;0.08;
2022-03-29T14:13:05.228871+00:00;0.14;0.17;0.05;0.09;
2022-03-29T14:14:05.868020+00:00;0.13;0.22;0.01;0.08;
2022-03-29T14:15:04.778246+00:00;0.15;0.20;0.04;0.09;
2022-03-29T14:16:05.470783+00:00;0.12;0.17;0.02;0.11;
2022-03-29T14:17:06.180533+00:00;0.13;0.22;0.07;0.08;
2022-03-29T14:18:05.120758+00:00;0.12;0.20;0.03;0.08;
2022-03-29T14:19:05.741223+00:00;0.14;0.24;0.01;0.09;
2022-03-29T14:20:04.745114+00:00;0.12;0.23;0.01;0.08;
2022-03-29T14:21:05.422543+00:00;0.13;0.19;0.01;0.08;
2022-03-29T14:22:06.014530+00:00;0.13;0.21;0.07;0.09;
2022-03-29T14:23:05.156095+00:00;0.13;0.19;0.00;0.08;
2022-03-29T14:24:05.731463+00:00;0.13;0.23;0.02;0.09;
2022-03-29T14:25:04.755623+00:00;0.12;0.19;0.03;0.09;
2022-03-29T14:26:05.638341+00:00;0.14;0.20;0.03;0.09;
2022-03-29T14:27:04.872740+00:00;0.12;0.20;0.05;0.08;
2022-03-29T14:28:05.831761+00:00;0.13;0.20;0.03;0.09;
2022-03-29T14:29:04.969428+00:00;0.14;0.20;0.03;0.08;
2022-03-29T14:30:05.665939+00:00;0.15;0.18;0.01;0.08;
2022-03-29T14:31:04.810283+00:00;0.16;0.27;0.04;0.09;
2022-03-29T14:32:05.685240+00:00;0.16;0.25;0.04;0.09;
2022-03-29T14:33:04.821223+00:00;0.15;0.20;0.04;0.10;
2022-03-29T14:34:05.976711+00:00;0.16;0.20;0.05;0.10;
2022-03-29T14:35:05.025617+00:00;0.16;0.23;0.08;0.10;
2022-03-29T14:36:06.115054+00:00;0.16;0.20;0.07;0.08;
2022-03-29T14:37:05.242041+00:00;0.16;0.23;0.04;0.09;
2022-03-29T14:38:05.961290+00:00;0.17;0.24;0.01;0.10;
2022-03-29T14:39:05.094085+00:00;0.17;0.25;0.08;0.09;
2022-03-29T14:40:05.726456+00:00;0.18;0.21;0.02;0.10;
2022-03-29T14:41:04.764726+00:00;0.18;0.25;0.06;0.11;
2022-03-29T14:42:05.616265+00:00;0.18;0.25;0.03;0.09;
2022-03-29T14:43:04.713569+00:00;0.18;0.21;0.06;0.09;
2022-03-29T14:44:05.362532+00:00;0.18;0.29;0.03;0.09;
2022-03-29T14:45:06.177022+00:00;0.18;0.26;0.05;0.09;
2022-03-29T14:46:05.310673+00:00;0.18;0.23;0.02;0.10;
2022-03-29T14:47:06.177191+00:00;0.17;0.24;0.00;0.09;
2022-03-29T14:48:05.298655+00:00;0.16;0.21;0.01;0.09;
2022-03-29T14:49:05.986777+00:00;0.18;0.22;0.02;0.09;
2022-03-29T14:50:05.007938+00:00;0.27;0.29;0.04;0.10;
2022-03-29T14:51:05.689903+00:00;0.18;0.23;0.04;0.10;
2022-03-29T14:52:04.759768+00:00;0.18;0.23;0.00;0.09;
2022-03-29T14:53:05.543618+00:00;0.18;0.24;0.05;0.10;
2022-03-29T14:54:04.663409+00:00;0.22;0.31;0.05;0.09;
2022-03-29T14:55:05.276805+00:00;0.20;0.25;0.04;0.10;
2022-03-29T14:56:05.838642+00:00;0.18;0.26;0.02;0.09;
2022-03-29T14:57:05.105047+00:00;0.18;0.29;0.04;0.09;
2022-03-29T14:58:05.982462+00:00;0.18;0.26;0.03;0.10;
2022-03-29T14:59:05.050459+00:00;0.20;0.21;0.02;0.13;
2022-03-29T15:00:05.963472+00:00;0.18;0.31;0.03;0.09;
2022-03-29T15:01:05.044963+00:00;0.16;0.23;0.07;0.09;
2022-03-29T15:02:05.672339+00:00;0.18;0.26;0.04;0.09;
2022-03-29T15:03:04.822490+00:00;0.16;0.21;0.03;0.09;
2022-03-29T15:04:05.401804+00:00;0.17;0.24;0.05;0.09;
2022-03-29T15:05:06.161674+00:00;0.17;0.23;0.05;0.09;
2022-03-29T15:06:05.406124+00:00;0.17;0.22;0.06;0.09;
2022-03-29T15:07:06.124598+00:00;0.18;0.22;0.04;0.08;
2022-03-29T15:08:05.553010+00:00;0.24;0.23;0.07;0.09;
2022-03-29T15:09:04.648653+00:00;0.18;0.24;0.02;0.09;
2022-03-29T15:10:05.368314+00:00;0.18;0.30;0.01;0.09;
2022-03-29T15:11:06.049520+00:00;0.20;0.23;0.05;0.09;
2022-03-29T15:12:05.133007+00:00;0.19;0.27;0.04;0.10;
2022-03-29T15:13:05.793934+00:00;0.20;0.32;0.08;0.10;
2022-03-29T15:14:04.707731+00:00;0.17;0.27;0.02;0.10;
2022-03-29T15:15:05.728228+00:00;0.18;0.22;0.02;0.08;
2022-03-29T15:16:04.781957+00:00;0.18;0.27;0.06;0.10;
2022-03-29T15:17:05.510734+00:00;0.19;0.24;0.05;0.10;
2022-03-29T15:18:04.639308+00:00;0.18;0.20;0.03;0.10;
2022-03-29T15:19:05.422754+00:00;0.18;0.29;0.02;0.09;
2022-03-29T15:20:06.039807+00:00;0.17;0.31;0.03;0.09;
2022-03-29T15:21:05.300116+00:00;0.21;0.24;0.03;0.09;
2022-03-29T15:22:05.923727+00:00;0.18;0.24;0.03;0.09;
2022-03-29T15:23:04.963830+00:00;0.17;0.26;0.07;0.10;
2022-03-29T15:24:05.827909+00:00;0.21;0.23;0.05;0.10;
2022-03-29T15:25:04.841572+00:00;0.20;0.22;0.06;0.10;
2022-03-29T15:26:05.903746+00:00;0.19;0.24;0.01;0.09;
2022-03-29T15:27:04.918104+00:00;0.23;0.24;0.05;0.09;
2022-03-29T15:28:05.471076+00:00;0.20;0.25;0.06;0.10;
2022-03-29T15:29:04.819992+00:00;0.21;0.23;0.04;0.09;
2022-03-29T15:30:05.617777+00:00;0.20;0.31;0.06;0.09;
2022-03-29T15:31:04.742781+00:00;0.21;0.24;0.05;0.09;
2022-03-29T15:32:05.517189+00:00;0.18;0.23;0.06;0.09;
2022-03-29T15:33:04.699339+00:00;0.20;0.27;0.06;0.10;
2022-03-29T15:34:05.234209+00:00;0.21;0.24;0.00;0.12;
2022-03-29T15:35:05.788766+00:00;0.19;0.24;0.07;0.09;
2022-03-29T15:36:04.898903+00:00;0.21;0.25;0.04;0.10;
2022-03-29T15:37:05.568279+00:00;0.19;0.26;0.00;0.10;
2022-03-29T15:38:06.147423+00:00;0.20;0.21;0.06;0.10;
2022-03-29T15:39:05.169693+00:00;0.21;0.26;0.06;0.10;
2022-03-29T15:40:05.907776+00:00;0.25;0.25;0.04;0.10;
2022-03-29T15:41:05.083126+00:00;0.19;0.24;0.04;0.10;
2022-03-29T15:42:05.869027+00:00;0.20;0.26;0.04;0.10;
2022-03-29T15:43:04.978901+00:00;0.19;0.27;0.02;0.09;
2022-03-29T15:44:05.828337+00:00;0.21;0.25;0.03;0.09;
2022-03-29T15:45:05.270797+00:00;0.19;0.26;0.06;0.10;
2022-03-29T15:46:06.006908+00:00;0.20;0.23;0.06;0.10;
2022-03-29T15:47:04.993526+00:00;0.21;0.25;0.03;0.10;
2022-03-29T15:48:05.656147+00:00;0.21;0.23;0.06;0.10;
2022-03-29T15:49:04.697975+00:00;0.19;0.23;0.02;0.09;
2022-03-29T15:50:05.235897+00:00;0.22;0.24;0.06;0.08;
2022-03-29T15:51:05.931760+00:00;0.20;0.22;0.03;0.10;
2022-03-29T15:52:05.187796+00:00;0.19;0.28;0.08;0.10;
2022-03-29T15:53:05.831194+00:00;0.21;0.29;0.04;0.11;
2022-03-29T15:54:05.024988+00:00;0.21;0.27;0.02;0.09;
2022-03-29T15:55:05.741010+00:00;0.20;0.28;0.04;0.10;
2022-03-29T15:56:04.874954+00:00;0.22;0.24;0.05;0.10;
2022-03-29T15:57:05.428045+00:00;0.20;0.25;0.03;0.10;
2022-03-29T15:58:05.053096+00:00;0.20;0.22;0.08;0.10;
2022-03-29T15:59:05.765831+00:00;0.21;0.21;0.04;0.10;
2022-03-29T16:00:04.856139+00:00;0.22;0.23;0.05;0.10;
2022-03-29T16:01:05.675191+00:00;0.22;0.23;0.04;0.11;
2022-03-29T16:02:04.770841+00:00;0.21;0.37;0.04;0.12;
2022-03-29T16:03:05.369097+00:00;0.23;0.22;0.04;0.11;
2022-03-29T16:04:06.009377+00:00;0.23;0.28;0.02;0.10;
2022-03-29T16:05:05.146436+00:00;0.23;0.25;0.03;0.11;
2022-03-29T16:06:06.118222+00:00;0.23;0.25;0.04;0.10;
2022-03-29T16:07:05.170457+00:00;0.22;0.25;0.01;0.10;
2022-03-29T16:08:05.687242+00:00;0.24;0.26;0.06;0.11;
2022-03-29T16:09:04.747222+00:00;0.22;0.24;0.03;0.11;
2022-03-29T16:10:05.488474+00:00;0.25;0.22;0.04;0.10;
2022-03-29T16:11:06.141790+00:00;0.24;0.24;0.05;0.11;
2022-03-29T16:12:05.256970+00:00;0.24;0.31;0.03;0.15;
2022-03-29T16:13:05.101103+00:00;0.22;0.21;0.02;0.09;
2022-03-29T16:14:05.734508+00:00;0.24;0.27;0.04;0.11;
2022-03-29T16:15:04.772735+00:00;0.23;0.24;0.05;0.09;
2022-03-29T16:16:05.428663+00:00;0.21;0.25;0.05;0.10;
2022-03-29T16:17:06.087293+00:00;0.24;0.26;0.06;0.12;
2022-03-29T16:18:05.086992+00:00;0.26;0.33;0.04;0.10;
2022-03-29T16:19:05.741135+00:00;0.23;0.38;0.04;0.11;
2022-03-29T16:20:05.144302+00:00;0.27;0.25;0.01;0.10;
2022-03-29T16:21:05.916807+00:00;0.25;0.25;0.04;0.10;
2022-03-29T16:22:05.033619+00:00;0.25;0.28;0.04;0.11;
2022-03-29T16:23:05.929252+00:00;0.25;0.23;0.05;0.11;
2022-03-29T16:24:05.038686+00:00;0.23;0.24;0.06;0.09;
2022-03-29T16:25:05.846153+00:00;0.26;0.23;0.07;0.10;
2022-03-29T16:26:04.881077+00:00;0.24;0.37;0.03;0.12;
2022-03-29T16:27:05.637953+00:00;0.26;0.23;0.03;0.10;
2022-03-29T16:28:05.539483+00:00;0.26;0.25;0.05;0.09;
2022-03-29T16:29:06.153862+00:00;0.31;0.26;0.04;0.09;
2022-03-29T16:30:05.302920+00:00;0.36;0.23;0.08;0.12;
2022-03-29T16:31:06.002726+00:00;0.25;0.26;0.05;0.12;
2022-03-29T16:32:05.027973+00:00;0.27;0.30;0.03;0.11;
2022-03-29T16:33:05.866116+00:00;0.27;0.29;0.05;0.11;
2022-03-29T16:34:04.931628+00:00;0.26;0.28;0.04;0.11;
2022-03-29T16:35:05.525938+00:00;0.24;0.31;0.05;0.10;
2022-03-29T16:36:06.071633+00:00;0.26;0.23;0.04;0.11;
2022-03-29T16:37:05.084904+00:00;0.25;0.28;0.07;0.11;
2022-03-29T16:38:06.005877+00:00;0.25;0.25;0.07;0.12;
2022-03-29T16:39:05.138765+00:00;0.28;0.29;0.01;0.10;
2022-03-29T16:40:05.749137+00:00;0.25;0.29;0.05;0.10;
2022-03-29T16:41:04.901201+00:00;0.27;0.33;0.06;0.11;
2022-03-29T16:42:05.498077+00:00;0.29;0.23;0.04;0.12;
2022-03-29T16:43:06.136362+00:00;0.29;0.27;0.06;0.10;
2022-03-29T16:44:05.463841+00:00;0.29;0.21;0.06;0.11;
2022-03-29T16:45:06.054648+00:00;0.27;0.22;0.05;0.10;
2022-03-29T16:46:05.087803+00:00;0.31;0.30;0.04;0.10;
2022-03-29T16:47:05.899631+00:00;0.28;0.24;0.02;0.12;
2022-03-29T16:48:04.812066+00:00;0.26;0.20;0.04;0.10;
2022-03-29T16:49:05.738474+00:00;0.26;0.35;0.07;0.10;
2022-03-29T16:50:04.705629+00:00;0.27;0.37;0.04;0.10;
2022-03-29T16:51:05.383532+00:00;0.26;0.32;0.06;0.10;
2022-03-29T16:52:04.629469+00:00;0.29;0.24;0.04;0.10;
2022-03-29T16:53:05.412579+00:00;0.31;0.27;0.04;0.11;
2022-03-29T16:54:06.053935+00:00;0.31;0.23;0.04;0.11;
2022-03-29T16:55:05.048481+00:00;0.26;0.25;0.04;0.10;
2022-03-29T16:56:05.811815+00:00;0.28;0.20;0.04;0.11;
2022-03-29T16:57:04.857075+00:00;0.31;0.22;0.03;0.10;
2022-03-29T16:58:05.551793+00:00;0.29;0.24;0.04;0.13;
2022-03-29T16:59:04.632809+00:00;0.32;0.27;0.05;0.11;
2022-03-29T17:00:05.298671+00:00;0.27;0.30;0.06;0.13;
2022-03-29T17:01:06.097369+00:00;0.32;0.22;0.06;0.10;
2022-03-29T17:02:05.208868+00:00;0.28;0.39;0.07;0.12;
2022-03-29T17:03:05.809097+00:00;0.35;0.24;0.05;0.12;
2022-03-29T17:04:05.091129+00:00;0.32;0.27;0.03;0.11;
2022-03-29T17:05:05.709042+00:00;0.32;0.27;0.02;0.12;
2022-03-29T17:06:04.846956+00:00;0.33;0.38;0.05;0.10;
2022-03-29T17:07:05.777873+00:00;0.32;0.33;0.03;0.12;
2022-03-29T17:08:04.987712+00:00;0.36;0.32;0.03;0.11;
2022-03-29T17:09:05.608433+00:00;0.30;0.30;0.06;0.11;
2022-03-29T17:10:04.621995+00:00;0.33;0.31;0.04;0.12;
2022-03-29T17:11:05.456756+00:00;0.31;0.33;0.04;0.11;
2022-03-29T17:12:04.810056+00:00;0.36;0.26;0.02;0.12;
2022-03-29T17:13:05.917638+00:00;0.35;0.26;0.06;0.13;
2022-03-29T17:14:05.838168+00:00;0.34;0.26;0.03;0.11;
2022-03-29T17:15:05.035164+00:00;0.34;0.22;0.03;0.14;
2022-03-29T17:16:05.677111+00:00;0.39;0.22;0.03;0.12;
2022-03-29T17:17:04.854398+00:00;0.30;0.24;0.05;0.12;
2022-03-29T17:18:05.632265+00:00;0.32;0.29;0.04;0.12;
2022-03-29T17:19:04.848323+00:00;0.34;0.22;0.05;0.12;
2022-03-29T17:20:05.540777+00:00;0.36;0.25;0.04;0.11;
2022-03-29T17:21:04.614254+00:00;0.32;0.23;0.09;0.10;
2022-03-29T17:22:05.485901+00:00;0.29;0.28;0.06;0.15;
2022-03-29T17:23:04.687692+00:00;0.33;0.29;0.02;0.13;
2022-03-29T17:24:05.449490+00:00;0.36;0.24;0.06;0.13;
2022-03-29T17:25:04.680222+00:00;0.35;0.24;0.07;0.11;
2022-03-29T17:26:05.384835+00:00;0.37;0.27;0.04;0.11;
2022-03-29T17:27:06.061763+00:00;0.30;0.27;0.04;0.12;
2022-03-29T17:28:05.395955+00:00;0.33;0.24;0.03;0.11;
2022-03-29T17:29:06.044962+00:00;0.34;0.27;0.06;0.11;
2022-03-29T17:30:05.177365+00:00;0.36;0.35;0.06;0.11;
2022-03-29T17:31:05.813307+00:00;0.34;0.23;0.06;0.12;
2022-03-29T17:32:04.943346+00:00;0.34;0.21;0.02;0.11;
2022-03-29T17:33:05.718173+00:00;0.37;0.23;0.04;0.13;
2022-03-29T17:34:04.629628+00:00;0.35;0.26;0.02;0.10;
2022-03-29T17:35:05.341358+00:00;0.38;0.33;0.03;0.14;
2022-03-29T17:36:05.953853+00:00;0.35;0.25;0.04;0.11;
2022-03-29T17:37:05.013666+00:00;0.37;0.24;0.08;0.11;
2022-03-29T17:38:05.768691+00:00;0.41;0.27;0.06;0.13;
2022-03-29T17:39:04.729112+00:00;0.36;0.24;0.06;0.11;
2022-03-29T17:40:05.611005+00:00;0.39;0.27;0.03;0.13;
2022-03-29T17:41:04.815348+00:00;0.35;0.26;0.08;0.11;
2022-03-29T17:42:05.392877+00:00;0.31;0.31;0.04;0.12;
2022-03-29T17:43:06.026416+00:00;0.35;0.25;0.05;0.10;
2022-03-29T17:44:04.941405+00:00;0.31;0.24;0.03;0.10;
2022-03-29T17:45:05.681274+00:00;0.38;0.20;0.02;0.09;
2022-03-29T17:46:06.197435+00:00;0.37;0.20;0.04;0.11;
2022-03-29T17:47:05.397952+00:00;0.43;0.31;0.06;0.12;
2022-03-29T17:48:05.999648+00:00;0.39;0.21;0.05;0.11;
2022-03-29T17:49:05.259526+00:00;0.35;0.24;0.04;0.13;
2022-03-29T17:50:06.038115+00:00;0.34;0.23;0.02;0.12;
2022-03-29T17:51:05.329902+00:00;0.33;0.22;0.03;0.11;
2022-03-29T17:52:06.008998+00:00;0.33;0.22;0.06;0.12;
2022-03-29T17:53:05.098849+00:00;0.34;0.22;0.02;0.12;
2022-03-29T17:54:05.813675+00:00;0.37;0.21;0.05;0.10;
2022-03-29T17:55:04.953154+00:00;0.39;0.32;0.05;0.12;
2022-03-29T17:56:05.534972+00:00;0.36;0.32;0.06;0.11;
2022-03-29T17:57:06.110962+00:00;0.36;0.29;0.04;0.14;
2022-03-29T17:58:05.348273+00:00;0.35;0.31;0.07;0.12;
2022-03-29T17:59:06.103775+00:00;0.33;0.22;0.04;0.11;
2022-03-29T18:00:05.116611+00:00;0.39;0.30;0.05;0.11;
2022-03-29T18:01:04.689045+00:00;0.33;0.25;0.03;0.17;
2022-03-29T18:02:05.428561+00:00;0.35;0.21;0.09;0.11;
2022-03-29T18:03:06.154419+00:00;0.33;0.26;0.06;0.11;
2022-03-29T18:04:05.098452+00:00;0.35;0.33;0.05;0.13;
2022-03-29T18:05:05.623448+00:00;0.33;0.24;0.05;0.12;
2022-03-29T18:06:06.219220+00:00;0.41;0.23;0.05;0.16;
2022-03-29T18:07:05.273836+00:00;0.35;0.27;0.03;0.10;
2022-03-29T18:08:05.845594+00:00;0.42;0.25;0.03;0.13;
2022-03-29T18:09:05.151087+00:00;0.34;0.25;0.07;0.13;
2022-03-29T18:10:05.886645+00:00;0.36;0.23;0.06;0.14;
2022-03-29T18:11:04.915004+00:00;0.36;0.22;0.04;0.12;
2022-03-29T18:12:05.585973+00:00;0.41;0.22;0.04;0.12;
2022-03-29T18:13:04.770165+00:00;0.42;0.28;0.05;0.15;
2022-03-29T18:14:05.562799+00:00;0.42;0.20;0.10;0.16;
2022-03-29T18:15:04.659793+00:00;0.38;0.25;0.08;0.11;
2022-03-29T18:16:05.243367+00:00;0.37;0.21;0.03;0.15;
2022-03-29T18:17:05.959373+00:00;0.39;0.23;0.05;0.12;
2022-03-29T18:18:05.088677+00:00;0.37;0.24;0.05;0.10;
2022-03-29T18:19:05.735666+00:00;0.43;0.22;0.03;0.11;
2022-03-29T18:20:04.862256+00:00;0.51;0.24;0.04;0.11;
2022-03-29T18:21:05.805271+00:00;0.35;0.25;0.07;0.13;
2022-03-29T18:22:04.990293+00:00;0.39;0.24;0.04;0.12;
2022-03-29T18:23:05.667031+00:00;0.41;0.19;0.05;0.12;
2022-03-29T18:24:04.704223+00:00;0.36;0.23;0.06;0.12;
2022-03-29T18:25:05.526750+00:00;0.42;0.31;0.05;0.13;
2022-03-29T18:26:04.627506+00:00;0.38;0.26;0.05;0.14;
2022-03-29T18:27:05.476570+00:00;0.39;0.23;0.02;0.12;
2022-03-29T18:28:06.164257+00:00;0.37;0.22;0.06;0.12;
2022-03-29T18:29:05.339289+00:00;0.47;0.22;0.02;0.12;
2022-03-29T18:30:05.992665+00:00;0.38;0.23;0.05;0.12;
2022-03-29T18:31:05.082676+00:00;0.37;0.24;0.04;0.11;
2022-03-29T18:32:05.948618+00:00;0.44;0.25;0.04;0.13;
2022-03-29T18:33:05.034527+00:00;0.37;0.23;0.03;0.11;
2022-03-29T18:34:05.814647+00:00;0.42;0.21;0.03;0.13;
2022-03-29T18:35:04.908577+00:00;0.44;0.23;0.06;0.14;
2022-03-29T18:36:05.774528+00:00;0.39;0.25;0.03;0.11;
2022-03-29T18:37:05.198700+00:00;0.33;0.21;0.05;0.13;
2022-03-29T18:38:06.219625+00:00;0.35;0.24;0.05;0.11;
2022-03-29T18:39:05.314276+00:00;0.35;0.42;0.05;0.13;
2022-03-29T18:40:06.018675+00:00;0.39;0.21;0.06;0.11;
2022-03-29T18:41:04.943419+00:00;0.36;0.23;0.05;0.12;
2022-03-29T18:42:05.651628+00:00;0.41;0.25;0.06;0.13;
2022-03-29T18:43:06.200173+00:00;0.38;0.21;0.07;0.11;
2022-03-29T18:44:05.227760+00:00;0.34;0.25;0.05;0.12;
2022-03-29T18:45:05.840775+00:00;0.49;0.30;0.06;0.11;
2022-03-29T18:46:04.825757+00:00;0.38;0.30;0.07;0.11;
